2018-10-18 07:46:37.731464	https://www.encodeproject.org/report/?type=ReferenceEpigenome&field=accession&field=biosample_term_name&field=related_datasets.assay_term_name&field=description&field=award.project&field=status&field=related_datasets.replicates.library.biosample.organism.scientific_name&field=dbxrefs&field=assay_term_id&field=biosample_type&field=assay_synonyms&field=biosample_term_id&field=biosample_synonyms&limit=all
Accession	Biosample term	Assay Type	Description	Project	Status	Species	External identifiers	Assay term id	Biosample type	Assay synonyms	Biosample term id	Biosample synonyms
ENCSR219RIN	mucosa of stomach	RRBS,ChIP-seq	REMC Epigenome (Class 5) for Stomach Mucosa using donors/samples:157	Roadmap	released	Homo sapiens	IHEC:IHECRE00000982.1	OBI:0000716,OBI:0001862	tissue	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0001199	gastric mucosa,stomach mucosa of organ,organ mucosa of ventriculus,ventriculus mucous membrane,ventriculus mucosa of organ,mucosa of ventriculus,mucosa of organ of ventriculus,tunica mucosa (gaster),ventriculus mucosa,organ mucosa of stomach,gastric mucous membrane,ventriculus organ mucosa,stomach mucosa,mucous membrane of ventriculus,mucosa of organ of stomach,tunica mucosa gastricae,stomach mucous membrane,mucous membrane of stomach,stomach organ mucosa
ENCSR709SFR	kidney	ATAC-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference Epigenome for mouse kidney (embryonic 16.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001826.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002113	Entire kidney,reniculate kidney
ENCSR061FSC	foreskin keratinocyte	microRNA-seq,RNA-seq,MeDIP-seq,MRE-seq,ChIP-seq,DNase-seq	REMC Epigenome (Class 2) for Foreskin Keratinocyte Primary Cells using donors/samples: skin02	Roadmap	released	Homo sapiens	IHEC:IHECRE00000946.1	OBI:0000716,OBI:0001922,OBI:0000693,OBI:0001853,OBI:0001271,OBI:0001861	primary cell	Methylated DNA immunoprecipitation sequencing assay,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,methylation-sensitive restriction enzyme sequencing assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,MRE-seq,DNase-seq,MeDIP-seq assay,MRE-seq assay,transcription profiling by high throughput sequencing	CL:1001606	
ENCSR015MPL	heart right ventricle	RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq	REMC Epigenome (Class 2) for Right Ventricle using donors/samples:STL001;STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00000980.1	OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002080	right ventricle of heart,cardiac right ventricle,right ventricle
ENCSR877RKO	aorta	RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq	REMC Epigenome (Class 2) for Aorta using donors/samples:STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00000938.1	OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000947	arteria maxima,trunk of aortic tree,Entire aorta,trunk of systemic arterial tree,dorsal aorta
ENCSR023TCY	cingulate gyrus	RRBS,ChIP-seq	REMC Epigenome (Class 5) for Brain Cingulate Gyrus using donors/samples:112; 149	Roadmap	released	Homo sapiens	IHEC:IHECRE00000952.1	OBI:0000716,OBI:0001862	tissue	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0002967	cingulate area,falciform lobe,upper limbic gyrus,cingulate region
ENCSR827BTK	muscle of trunk	DNase-seq,ChIP-seq	REMC Epigenome (Class 5) for Fetal Muscle Trunk using donors/samples:H-24851	Roadmap	released	Homo sapiens	IHEC:IHECRE00000925.2	OBI:0001853,OBI:0000716	tissue	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	UBERON:0001774	muscle of trunk,muscle organ of trunk,torso muscle organ,trunk muscle organ,body musculature,muscle organ of torso,trunk musculature,trunk muscle
ENCSR201QAF	esophagus	whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq	REMC Epigenome (Class 2) for Esophagus using donors/samples:STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00001030.1	OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001043	Åsophagus,gullet,oesophagus,Entire esophagus
ENCSR247DVY	MCF-7	ChIP-seq,RRBS,RNA-seq,DNase-seq,microRNA-seq,microRNA counts	Reference Epigenome of MCF-7	ENCODE	released	Homo sapiens	IHEC:IHECRE00001853.1	OBI:0000716,OBI:0001862,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	cell line	Nanostring nCounter miRNA expression assay,RRBS,miRNA-seq,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,microRNA-seq assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay,microRNA counts	EFO:0001203	MCF-7 cell,MCF7 cell,MCF7
ENCSR479XLD	CD4-positive, CD25-positive, alpha-beta regulatory T cell	ChIP-seq	REMC Epigenome (Class 5) for Primary T Regulatory Cells from Peripheral Blood using donors/samples:62;332	Roadmap	released	Homo sapiens	IHEC:IHECRE00000971.1	OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T-lymphocyte,CD4-positive, CD25-positive, alpha-beta regulatory T lymphocyte,CD4-positive, CD25-positive, alpha-beta regulatory T-cell
ENCSR279UVL	mucosa of rectum	transcription profiling by array assay,RRBS,ChIP-seq	REMC Epigenome (Class 4) for Rectal Mucosa using donors/samples:29	Roadmap	released	Homo sapiens	IHEC:IHECRE00000947.1	OBI:0000716,OBI:0001862,OBI:0001463	tissue	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0003346	rectum mucous membrane,mucous membrane of rectum,rectal mucous membrane,mucosa of organ of rectum,rectum mucosa,rectum mucosa of organ,rectal mucosa,organ mucosa of rectum,rectum organ mucosa
ENCSR372BDU	neural progenitor cell	ChIP-seq,RNA-seq,microRNA counts,DNase-seq,microRNA-seq	Reference Epigenome of H9 derived neural progenitor cell	ENCODE	released	Homo sapiens	IHEC:IHECRE00003702.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002142,OBI:0001922	in vitro differentiated cells	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,microRNA counts	NTR:0000711	
ENCSR696KEU	CD8-positive, alpha-beta memory T cell	ChIP-seq	REMC Epigenome (Class 5) for Primary T CD8+ Memory Cells from Peripheral Blood using donors/samples:100_7_pooled_leukopaks_Jan_7_2011;101_8_pooled_leukopaks_Jan_20_2011	Roadmap	released	Homo sapiens	IHEC:IHECRE00000967.1	OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000909	T.8Mem.Sp,CD8-positive, alpha-beta memory T-cell,CD8-positive, alpha-beta memory T lymphocyte,CD8-positive, alpha-beta memory T-lymphocyte
ENCSR769ZAH	GM23338	RNA-seq,ChIP-seq,DNase-seq,microRNA counts,microRNA-seq	Reference epigenome of GM23338 (induced pluripotent stem cell)	ENCODE	released	Homo sapiens	IHEC:IHECRE00003710.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002142,OBI:0001922	induced pluripotent stem cell line	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,microRNA counts	EFO:0007950	
ENCSR501OPC	hindbrain	ATAC-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq,RNA-seq,DNase-seq	Reference epigenome for mouse hindbrain (embryonic 11.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001809.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002039,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,DNase-seq,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002028	Hindbrain structure,rhombencephalon
ENCSR361KMF	HCT116	ChIP-seq,RRBS,microRNA-seq,DNase-seq	Reference epigenome for HCT116 (child)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001922	cell line	RRBS,miRNA-seq,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,microRNA-seq assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0002824	HCT116 cell,HCT-116 cell
ENCSR918YMF	foreskin melanocyte	microRNA-seq,RNA-seq,MRE-seq,MeDIP-seq,ChIP-seq,DNase-seq	REMC Epigenome (Class 3) for Foreskin Melanocyte Primary Cells using donors/samples: skin01	Roadmap	released	Homo sapiens	IHEC:IHECRE00000975.1	OBI:0000716,OBI:0001922,OBI:0000693,OBI:0001853,OBI:0001271,OBI:0001861	primary cell	Methylated DNA immunoprecipitation sequencing assay,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,methylation-sensitive restriction enzyme sequencing assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,MRE-seq,DNase-seq,MeDIP-seq assay,MRE-seq assay,transcription profiling by high throughput sequencing	CL:2000045	
ENCSR453LDG	midbrain	ATAC-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference epigenome for mouse midbrain (embryonic 15.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001806.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001891	mesencephalon,Entire midbrain
ENCSR695BUY	foreskin keratinocyte	microRNA-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,MeDIP-seq,MRE-seq,ChIP-seq	REMC Epigenome (Class 2) for Foreskin Keratinocyte Primary Cells using donors/samples:skin03	Roadmap	released	Homo sapiens	IHEC:IHECRE00000994.1	OBI:0000716,OBI:0001863,OBI:0001922,OBI:0000693,OBI:0001271,OBI:0001861	primary cell	Methylated DNA immunoprecipitation sequencing assay,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,methylation-sensitive restriction enzyme sequencing assay,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,MRE-seq,Shotgun bisulfite sequencing,MeDIP-seq assay,MRE-seq assay,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	CL:1001606	
ENCSR044PVY	T-helper 17 cell	ChIP-seq	REMC Epigenome (Class 5) for Primary T Helper 17 Cells PMA-I Stimulated using donors/samples:62;332	Roadmap	released	Homo sapiens	IHEC:IHECRE00000958.1	OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000899	IL-17-producing CD4+ T helper,helper T cell type 17,Th17 T lymphocyte,Th17 T-cell,Th17 T cell,Th17 T-lymphocyte,T helper cells type 17,Th17 cell,T(H)-17 cell,Th17 CD4+ T cell
ENCSR415TUB	forebrain	ATAC-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq,microRNA-seq	Reference epigenome for mouse forebrain (embryonic 11.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001802.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001890	Entire prosencephalon,prosencephalon
ENCSR699SYK	CD14-positive monocyte	ChIP-seq,DNase-seq	REMC Epigenome (Class 5) for Primary Monocytes from Peripheral Blood using donors/samples:RO_01701;RO_01721	Roadmap	released	Homo sapiens	IHEC:IHECRE00000935.1	OBI:0000716,OBI:0001853	primary cell	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	CL:0001054	
ENCSR568MFY	A549	ChIP-seq,RNA-seq	Reference Epigenome of A549 (treated with dexamethasone)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	cell line	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	EFO:0001086	A-549,A549 cell
ENCSR597AEB	naive thymus-derived CD4-positive, alpha-beta T cell	ChIP-seq	REMC Epigenome (Class 5) for Primary T Helper Naive Cells from Peripheral Blood using donors/samples:62;332	Roadmap	released	Homo sapiens	IHEC:IHECRE00000984.1	OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T-cell,Th0,naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,T.4Nve.Sp
ENCSR124NGS	intestine	ATAC-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,microRNA-seq	Reference Epigenome for mouse intestine (embryonic 16.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001778.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000160	Entire intestine,bowel
ENCSR689KKY	cardiac mesoderm	transcription profiling by array assay,ChIP-seq,DNase-seq	Reference epigenome for human H7-hESC differentiated for 5 days	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001463	in vitro differentiated cells	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq	EFO:0000315	CardMes,cardiac mesoderm,cardiogenic mesoderm,CardMesP2,P2 CardMes
ENCSR269OKX	natural killer cell	DNase-seq,ChIP-seq	REMC Epigenome (Class 5) for Primary Natural Killer Cells from Peripheral Blood using donors/samples:RO_01679;RO_01701	Roadmap	released	Homo sapiens	IHEC:IHECRE00000979.1	OBI:0001853,OBI:0000716	primary cell	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	CL:0000623	null cell,natural killer,large granular lymphocyte,NK cell
ENCSR241CUA	B cell	ChIP-seq,DNase-seq	REMC Epigenome (Class 5) for Primary B cells from Peripheral Blood using donors/samples:RO_01679;RO_01701	Roadmap	released	Homo sapiens	IHEC:IHECRE00000976.1	OBI:0000716,OBI:0001853	primary cell	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	CL:0000236	Bursa-Dependent Lymphocytes,B-lymphocyte,B Cells,B-cell,B-Cells,B lymphocyte,Bursa-Equivalent Lymphocyte,B Lymphocytes,B-Lymphocytes
ENCSR557OQA	germinal matrix	microRNA-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq	REMC Epigenome (Class 2) for Brain Germinal Matrix using donors/samples:HuFGM02	Roadmap	released	Homo sapiens	IHEC:IHECRE00001029.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	NTR:0001407	
ENCSR716CHW	mononuclear cell	ChIP-seq,RRBS,RNA-seq	Reference epigenome for mononuclear cell	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001271	primary cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RNA-seq assay,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	CL:0000842	peripheral blood mononuclear cell,mononuclear leukocyte
